play_id,title,speaker,length,description,play_link
15300,Shopping in China,Catherine Palmer,11:50,Catherine Palmer tries to fake it until her children make it.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15300
15335,SWOT For Love,Rachel Lee,05:41,Rachel Lee puts her marketing skills to their toughest test yet.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15335
15332,An Awkward Anniversary,Matteson Perry,06:00,Matteson Perry agrees to two resolutions after learning a lesson in love the hard way.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15332
15326,Bad Dad,Kemp Powers,06:44,Kemp Powers is convinced he will never be a good dad.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15326
15273,Saving Myself for New Years,Bernie Somers,06:51,Bernie Somers counts down to a first kiss on New Year's Eve with a romantic interest.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15273
15269,A Flame Through the Ages,Evan Lunt,04:31,Evan Lunt takes his grandmother’s menorah to college as a keepsake of her.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15269
15262,A True Caribbean Christmas,Dawn Fraser,06:27,Dawn Fraser is tasked to find the perfect ingredients for a Trinidadian Christmas.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15262
15257,Mother Rita,Tracey Segarra,06:07,Tracey Segarra sends a Hanukkah card that her mother-in-law takes issue with.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15257
15251,Feliz Navidad,Steve Glickman,06:20,Steve Glickman attempts to escape a snowy Chicagoan Christmas for Puerto Vallarta.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15251
15097,I Don’t Recommend It,Harry Fleenor,06:04,A young boy learns all about sex (kind of).,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15097
15094,What Witch Where?,Madeleine Berenson,07:20,A girl decides to pull a delicious prank.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15094
15090,The Nerve,Andrew Orvedahl,05:44,A comic gets his big break.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15090
15047,Kiksuya,Bobby Wilson,11:35,Bobby Wilson hears of a Dakota man he desperately tries to meet.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15047
15045,Undocumented Journey,Nestor Gomez,10:11,Nestor Gomez flees the Guatemalan Civil War to the safety of his mother’s home.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15045
15043,Blackie the Pig,Dame Wilburn,11:23,"Dame Wilburn visits Macon, Georgia for a summer and gets an unconventional pet.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15043
15041,The Last Summer,Teresa Jordan,10:29,Teresa Jordan returns home to a parched and cracked land.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15041
15016,Tears of Agony,Lepheana Mosooane,08:08,A man confronts his own stigma while he awaits his HIV test results.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15016
15014,Girl Interrupted,Anya Rymer,13:45,A young woman must figure out a way to live and thrive despite her HIV positive diagnosis.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=15014
14944,Operation BabyLift,Jason Trieu,13:02,A young man tries to save his little brothers as Saigon falls.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14944
14938,Honoring My Brothers,Edie Meeks,12:48,A triage nurse does her best to save the lives of soldiers.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14938
14932,Rooster Crow in the Jungle,Dave Dillard,15:59,A troop comes under attack deep in the Vietnamese jungle.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14932
14855,Forward Is A Pace,Megan McNally,06:26,A woman commemorates a decision she made 18 years ago.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14855
14852,"Rocky Was A Tragic Hero, Right?",Steve Clark,06:55,"After 7 hours and 29 minutes, Steve Clark finishes in last place in the Philadelphia Marathon.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14852
14790,Shall We Dance!,Daniel Heuman,05:23,Daniel Heuman takes dating lessons from a romantic comedy.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14790
14794,It’s a Box,Navreet Chawla,12:23,Navreet Chawla is cornered into a phone booth during a walk home late at night.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14794
14798,On Approach to Pluto,Cathy Olkin,09:34,Cathy Olkin must troubleshoot a problem more than 4 billion miles away.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14798
14803,Things Will Be Okay,Ashok Ramasubramanian,13:42,Ashok Ramasubramanian worries over his fate and a repeating cycle of life.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14803
14725,In a Moment,Sitawa Wafula,07:31,Sitawa Wafula's love for her career is derailed by her health.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14725
14728,As a General Rule,Maureen Freeman,05:47,"Maureen Freeman decides to ease up on a life dictated by rules, if only for a night.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14728
14698,Showing Up,Adam Linn,11:42,Adam Linn devotes himself to becoming a father despite his own struggles with his.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14698
14694,The Closet That Ate Everything,Morgan Zipf-Meister,11:11,Morgan Zipf-Meister comes across her mother's keep-safe of events and moments from her life.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14694
14690,Only One Way To Find Out,Sarah Gray,13:23,Sarah Gray follows a path that her son's contribution made to science.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14690
14675,Just a Little Off the Top,Corinne Rich,05:22,A night at a winery leads to a drastic change.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14675
14669,Monday Nights with Matt and Mark,Mark Lamb,06:55,A sacred bond between hair dresser and client is formed.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14669
14666,Charlotte’s Deadly Scissors,Erik Heen,06:14,A man entrusts a brand new hair stylist to give him a fresh new look.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14666
14539,“Have You Met Him Yet?”,David Litt,16:58,David Litt sings for the love of country and his job.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14539
14543,The Copy Boy,Carl Bernstein,12:31,Carl Bernstein tries to not mess up on his first day of work at a newspaper.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14543
14550,Burning Down The House,Nick Baskerville,05:26,Nick Baskerville gets in over his head at his first big job as a firefighter.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14550
14558,Triage on a Syrian Chicken Farm,Vivian Huang,09:21,Vivian Huang comes face to face with her family history while treating a patient in Syria.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14558
14576,Thumbs Up!,Nathan Englander,14:24,Nathan Englander's knack for photography lands him in a tricky situation while traveling abroad.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14576
14498,"Memories, Monsters, Mountaintops",Jim Giaccone,09:59,A man conquers a nightmare in memory of his brother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14498
14385,Gonzo Girl,Cheryl Della Pietra,13:38,An aspiring writer tries to land a job with Hunter S. Thompson.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14385
14386,Opposing Forces,Martha Ruiz Perilla,14:46,A dental student travels to a dangerous Colombian town to finish her residency.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14386
14387,Treasure Island,Boots Riley,13:36,A musician comes face to face with military police.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14387
14403,Take Care,Nate Charles,05:20,Nate Charles deals with his distant-sounding father.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14403
14345,The Freedom Riders and Me,Barbara Collins Bowie,11:49,A woman finds motivation through the hardships of Jim Crow in Mississippi.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14345
14111,Outdoor Camp,Vin Shambry,09:22,Vin Shambry goes to outdoor school and feels like a kid again.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14111
14122,Bubs,Lauren Weedman,13:52,Lauren Weedman meets her biological mother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14122
14124,Radicalization by Tricycle,Michele Oberholtzer,06:54,Michelle Oberholtzer sets up a fund to help families fight home foreclosure.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14124
14126,Drosophila Melanogaster,Flora Diaz,06:15,Flora Diaz becomes attached to the subjects of a middle school science project.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14126
14128,Frenchie’s Silent Retreat,Jon Jay Read,07:15,Jon Jay Read get news from home while at a 30 Day silent retreat.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14128
14137,What Are You Doing Over There?,Robert Sherer,04:42,"Robert Sherer cares for his elderly grandmother, but can't escape her concerning eye.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14137
14140,"Pearls, Popped Collars, and a Guyanese American",Ann Jankie,08:13,Ann Jankie learns a lesson in turning embarrassment and worry into one of pride.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14140
14059,Love of a Little Brother,Om Choudhary,06:45,Om Choudhary learns that even in dire times it's still not the end of the world.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14059
14066,Members of the Council,Annabelle Gurwitch,11:25,Annabelle Gurwitch tries to usher in a new era of change — the Age of Aquarius.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=14066
13930,The Patriots' Game,Ali Al Abdullatif,10:54,Ali Al Abdullatif encounters the kindness of patriots.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13930
13936,The Early Days of Stammer,Aidan Greene,07:59,Aidan Greene desperately tries to hide his stammer.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13936
13945,The Dictators of Westchester County,Chris Herbert,12:24,Chris Herbert takes a wild career detour in Public Relations.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13945
13952,There's A Thing...,Rachel Ogilvy,11:51,Rachel Ogilvy is forced to make a huge decision in the face of a health scare.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13952
13863,Hummus To The Rescue,Tom Nimen,06:34,Tom Nimen lets his mother's middle-eastern cooking shut his bullies up.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13863
13853,A Flair to Remember,Tim Lopez,07:26,Tim Lopez steps into the spotlight at a flair-bartending competition.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13853
13855,I Can’t Fight This Feeling Anymore,Deedee Lundberg,05:25,Deedee Lundberg takes the leap of her life on stage at a Moth GrandSLAM.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13855
13857,Village Squares Quilters,Susan Wolman,06:46,Susan Wolman turns to quilting in the aftermath of 9/11.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13857
13859,Fairy Dust,Pilar Siman,07:24,Pilar Siman takes part in a magical ballet recital.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13859
13861,Thanksgiving,John Cayton,05:10,John Cayton shares his gratitude for his grandfather on Thanksgiving.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13861
13875,Mum's Mobile Phone and Me,Samuel Leighton-Dore,06:06,A young boy tries to send a message but gets some wires crossed.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13875
13873,The Wide Open Incident,Jami Cates,05:39,A woman on a blind-date sees (and feels) the light.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13873
13792,There Is No Spoon,Micah Truran,06:12,"Micah Truran finds peace in wearing whatever, doing whatever, and being whatever.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13792
13799,A Natural Mother,Kiri Bear,06:38,Kiri Bear learns some bonds are stronger than biology.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13799
13746,Dasketball with Uncle Dack,Jack Marmorstein,09:19,Jack Marmorstein realizes the role he must play in his nephew's life.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13746
13740,Growing Another Heart,Nestor Gomez,05:57,Nestor Gomez struggles to pick out his baby among a group of newborns.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13740
13742,Eternal,Karan Chopra,06:58,Karan Chopra learns to live his life by his father's example.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13742
13738,Clean Up in Aisle Five,Chris Meyers,04:17,Chris Myers rides out his emotions after the birth of his daughter.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13738
13744,The Detour,Amanda Hamilton Roos,06:39,"Amanda Hamilton Roos confesses her sins to her father, literally.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13744
13736,Rock of Ages,David Kendall,05:19,David Kendall inherits his love of music from his father.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13736
13702,A Common Ancestor,Vy Higginsen,14:10,A woman's quest to learn about her family tree and ancestor's past.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13702
13566,Dr. King Helps Zellner Escape,Bob Zellner,11:09,"Bob Zellner is curious about a movement rising in Montgomery, Alabama in the early 1960's.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13566
13564,An Apple a Day,Holly Rutter,03:59,Holly Rutter does some late night grocery shopping.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13564
13562,Always Her Hasan-Bhai,Hasan Minhaj,13:09,Hasan Minhaj misses his mom when she moves back to India to attend school.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13562
13554,Maybe,Jessica Lee Williamson,12:26,Jessica Lee Williamson works on a routine for her school talent show.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13554
13372,Thirteen Nasty Little Snakes,Victor Levenstein,14:53,Victor Levenstein is interrogated by the KGB.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13372
13359,Living in the Extreme,Ann Daniels,14:11,Ann Daniels trains to become a polar pioneer.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13359
13350,Honku,Aaron Naparstek,13:13,Aaron Naparstek finds an unexpected community through street traffic and poetry.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13350
13290,"Once More, For Our American Daughter",Linh Song,06:15,A daughter learns of her family's escape from war.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13290
13277,Fair and Lovely,Deepa Ambekar,05:55,A young woman tries to stop her true colors from showing.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13277
13265,A Nontraditional Love,Samuel Lewis Lee,09:55,Samuel Lewis Lee is looked after by a mother's love.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13265
13259,Edelweiss,Andy Christie,08:21,Andy Christie sends off his mother with a melody.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13259
13253,The Runaway,Terry Wolfisch Cole,06:16,Terry Wolfisch Cole wants preferential treatment as the oldest sister.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13253
13249,Inside Joke,Ophira Eisenberg,13:56,Ophira Eisenberg confronts her fertility during a crisis.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13249
13139,Carry Him Shoulder High,Mary Kate O'Flanagan,06:39,Mary Kate O'Flanagan takes charge and responsibility at a funeral.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13139
13136,Delaying Motherhood,Jane Otai,09:38,Jane Otai takes action after suffering loss.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13136
13132,Babe,Ally Mason,04:54,Ally Mason reluctantly fills a role in a school play.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13132
13129,What It's All About,Bess Stillman,07:24,Bess Stillman struggles with the difficulties of being a doctor.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13129
13125,An Outing In Germany,Gail Breslow,04:56,Gail Breslow is confronted about her religion at a school in Germany.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13125
13088,One Hundred Percent,Gary Bremen,05:26,A park ranger welcomes more than just visitors to the shores of Biscayne National Park.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13088
13081,Blindside,Ian McGregor,11:21,A tour guide is put through his paces on a trip to Yellowstone.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13081
13024,Over The Wall,James Shuter,04:25,An un-worldly boy rom the country finds himself in Berlin on the night the wall fell.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13024
13021,The Two Times I Met Laurence Fishburne,Chenjerai Kumanyika,10:38,"A former hip hop star learns that life goes on post fame and that, sometimes, you need to figure out who you're not to figure out who you are.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13021
13019,British Light Cavalry Sabre,Simon Bill,12:11,"After an attempted home invasion, Simon has to fight a crazed man with an eighteenth century sword.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13019
13017,"Deja Vu, Again",Cole Kazdin,12:59,Cole Kazdin loses her memory after an accident and must re-learn her life.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=13017
12930,Deluded in the Desert,Andrew Forsthoefel,13:53,"Walking across the U.S., Andrew meets a man who tests the limits of his compassion.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12930
12911,Forgetting Fear,Daniela Schiller,08:20,"By studying memory, Daniela connects with her father, who refuses to speak about his memories of the holocaust.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12911
12905,Stumbling in the Dark,John Turturro,16:50,John Turturro has a brother with mental health issues who lives in an institution and causes his family quite a bit of grief.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12905
12881,If This Hair Could Talk,Melanie Kostrzewa,08:43,Melanie Kostrzewa learns her daughter must undergo a craniotomy.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12881
12879,Closet Collage,Steven Carr,06:32,"Steven Carr is given a photo collage from his mother of him and his ""friend.""",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12879
12877,Extra Mile,Nestor Gomez,05:56,Nestor Gomez is stuck driving an unruly Uber passenger during rush hour.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12877
12874,Minimum Wage Millennial,Alyssa Ladd,05:31,Alyssa Ladd is embarrassed to run into familiar faces while working at a Michaels craft store.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12874
12863,Life Reimagined,Raymond Christian,11:22,Ray Christian struggles to realize his dream of graduating from law school.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12863
12805,Blue Hope,Sylvia Earle,14:19,Sylvia Earle explores the ocean's depths as a pioneering aquanaut. This story was produced in collaboration with the World Science Festival.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12805
12800,My Life As A Guinea Pig,George Church,11:19,George Church tests his own strength of will as a human-guinea pig for science. This story was produced in collaboration with the World Science Festival.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12800
12793,Swimming with Astronauts,Michael J. Massimino,13:28,Mike Massimino must take to swimming before he can take off to outer space. This story was produced in collaboration with the World Science Festival.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12793
12746,When Possums Attack,Louise Irving,06:40,Louise Irving gets acquainted with Australian wildlife.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12746
12739,"Microphone, Uninhibited",Lydia Dubois,05:41,Lydia Dubois shares some advice with family and friends.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12739
12691,Love and Loss on Valentine's Day,Autumn Spencer,06:36,A mother learns what Valentine's Day is all about.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12691
12671,The Proposal,Lucy Huber,06:17,A surprise proposal is even more unexpected than was planned.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12671
12654,"Yes, No, Maybe",Kristy Hawkins,06:33,A woman thumbs her way through the prospects of love.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12654
12620,The First Cow,Abeny Kucha,12:07,"Abeny Kucha flees from violence in her village in the Sudan and finds a new home in Portland, Maine.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12620
12618,Attachment,Jonah Lehrer,11:18,Jonah Lehrer describes life after a fall from grace.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12618
12613,Looking for Love in all the Dog Places,Denis Repp,05:22,Denis Repp finds unexpected love after a painful breakup.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12613
12609,The Girl from Beckenham,Suzi Ronson,13:54,A hairdresser from Beckenham leaves it all behind to run away with a proverbial circus.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12609
12570,"13th Birthday, Coney Island, 1959",Helen Cooper,08:55,Helen Cooper spends a special birthday at Coney Island.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12570
12568,Speedy Delivery,David Newell,09:45,David Newell gets a job as Mr. McFeely on Mister Rogers' Neighborhood.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12568
12566,Lost in the Supermarket,Steve Zimmer,05:53,Steve Zimmer flirts with a woman while at the supermarket.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12566
12560,July 1st,Danielle Ofri,12:11,Danielle Ofri has a crisis of confidence while working the night-shift at Bellevue. This story was produced in collaboration with the World Science Festival.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12560
12498,The Understanding,Hilda Chazanovitz,14:01,Hilda Chazanovitz faces resistance as she tries to move her mother into a nursing home.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12498
12495,Unexpected Embrace,Linda Gregory,08:30,Linda Gregory worries she isn't good enough to be accepted by her boyfriend's family.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12495
12493,Finding My Village,Greg Audel,05:53,Greg Audel discovers a different way to live during a night spent with his friend's family.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12493
12144,Living On The Edge,Paul Munafo,09:35,Paul Munafo needs a new liver when he receives a midnight call from the hospital.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12144
12148,The Scammer Who Loved Me (Not),Sofija Stefanovic,13:21,Sofija Stefanovic is a  journalist investigating internet scams who forms a special relationship with someone online.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12148
12154,Rock and Roll Jihad,Salman Ahmad,12:34,Salman Ahmad came upon some serious roadblocks on the road to becoming a rock musician.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12154
12159,Lesbian Babymaking 101,Tara Clancy,08:08,Tara Clancy runs into some complications when she and her wife decide to have a second baby.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12159
12243,From Princeton to Prison: The Rise and Fall of My American Dream,Mahmoud Reza Banki,15:09,An Iranian man living in the United States is wrongly accused of a crime.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12243
12126,"Oh, What a Tangled Web",Chris Turgeon,06:09,Chris Turgeon has a blind spot when it comes to his son.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12126
12130,"Jesse Owens, Michael Phelps, and Me",Charles Upshaw,11:46,Charles Upshaw trains to walk 50 feet.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12130
12132,The One of a Kind,Morley McBride,05:51,Morley McBride is asked to give up the soda she loves.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12132
12120,Guilty,Danusia Trevino,13:47,Danusia Trevino is forever changed by jury duty.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12120
12100,Luminaria,Denise Scheuermann,05:03,Denise Scheurmann has a terminally ill father but her neighbors don't forget to light her Christmas luminaries.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12100
12098,Gabriel’s Forest,David Frieberg,05:31,David Frieberg and his son are amazed by an accidental forest during a blizzard in NYC.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12098
12096,Homesick for the Holidays,Catherine McCarthy,04:25,Catherine McCarthy finally admits she's homesick during Christmas in Thailand.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12096
12088,Modern Day Ranching,Katie Fales,06:47,Katie Fales grandfather is a rancher who was to rescue a bunch of stranded steer.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12088
12085,Family Ornaments,Ed McCarthy,05:11,Ed McCarthy breaks into the house he grew up in to rescue a precious box of Christmas decorations.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12085
12081,Christmas 1940,Pierre Epstein,08:39,Pierre Epstein is a little boy tracking the progress of his Uncle Igor's escape from Nazi-occupied France.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12081
12076,Do You Buy What I Buy?,Adam Ruben,05:10,Adam Ruben is at a loss when it comes to buying Christmas gifts.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12076
12026,To Catch a Teef,Colin Channer,10:52,Colin Channer is a kid in Jamaica with a deep love for comic books.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12026
12023,Grandmothers: Malpa and Myrtle,Aubrey Edwards,05:57,Aubrey Edwards has her creativity nourished by two grandmothers.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=12023
11966,The Power of Love,Hail Mary,09:06,A woman confronts her fears by sharing a personal truth.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11966
11963,The Importance of the Silent Voice,Gethwana Mahlase,12:11,A career woman takes a leap of faith.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11963
11938,Downstairs Neighbors,Shannon Cason,12:20,Shannon Cason attempts to find peace in a neighborhood disturbance.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11938
11929,Weaving Memory,Melanie Yazzie,11:41,Melanie Yazzie shares stories from her childhood on the Navajo Nation.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11929
11927,Extraordinary Proof,David Walsh,20:06,David Walsh goes against popular opinion to uncover one of the greatest sports scandals in recent history.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11927
11838,Love Matters,Michael VonAllmen,15:12,A man vows to help his fellow ex-inmate.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11838
11795,Good to Go,Ted Hartley,15:41,Ted Hartley and his fellow Naval Aviators struggle to to complete their first landings on a ship.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11795
11788,Leaving Baghdad,Abbas Mousa,11:26,Abbas Mousa flees Iraq and becomes a translator for the US Army.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11788
11778,Candy Stripes: Rise in the Fall,Taniki Richard,07:49,Taniki Richard is forced to provide for her parents and siblings.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11778
11755,Voting Day,Juliette Holmes,14:18,A woman learns the value of voting after a conversation she has with her mother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11755
11721,The Lollipop Boy,Brian Brown,05:47,Brian Brown tries to console a group of frightened campers.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11721
11718,"Haunted, Abandoned, Insane",Joe Charnitski,06:21,A group of friends go ghost hunting.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=11718
